test_number,input,symptoms,rank,medicine_name
1078,運動すると息切れがします,息切れ,3,エベナＬ
1079,深呼吸すると胸が痛いです,"痛, 胸",1,雲仙散
1079,深呼吸すると胸が痛いです,"痛, 胸",2,ビトラックＳ
1079,深呼吸すると胸が痛いです,"痛, 胸",3,太田漢方胃腸薬Ⅱ
1080,食べ始めるとのどが痛いです,"のど, 痛",1,オトナノーシンピュア
1080,食べ始めるとのどが痛いです,"のど, 痛",2,クミアイ新いたみどめカプセル
1080,食べ始めるとのどが痛いです,"のど, 痛",3,プレミナスＩＰクイックａ
1081,飲み込むとのどが痛いです,"のど, 痛",1,オトナノーシンピュア
1081,飲み込むとのどが痛いです,"のど, 痛",2,クミアイ新いたみどめカプセル
1081,飲み込むとのどが痛いです,"のど, 痛",3,プレミナスＩＰクイックａ
1082,話し始めるとのどが痛いです,"のど, 痛",1,オトナノーシンピュア
1082,話し始めるとのどが痛いです,"のど, 痛",2,クミアイ新いたみどめカプセル
1082,話し始めるとのどが痛いです,"のど, 痛",3,プレミナスＩＰクイックａ
1083,大声を出すとのどが痛いです,"のど, 痛",1,オトナノーシンピュア
1083,大声を出すとのどが痛いです,"のど, 痛",2,クミアイ新いたみどめカプセル
1083,大声を出すとのどが痛いです,"のど, 痛",3,プレミナスＩＰクイックａ
1084,笑うとお腹が痛いです,"痛, お腹",1,雲仙散
1084,笑うとお腹が痛いです,"痛, お腹",2,ビトラックＳ
1084,笑うとお腹が痛いです,"痛, お腹",3,太田漢方胃腸薬Ⅱ
1085,くしゃみをすると頭が痛いです,痛,1,雲仙散
1085,くしゃみをすると頭が痛いです,痛,2,ビトラックＳ
1085,くしゃみをすると頭が痛いです,痛,3,太田漢方胃腸薬Ⅱ
1086,咳をすると頭が痛いです,"咳, 痛",1,清風散
1086,咳をすると頭が痛いです,"咳, 痛",2,ウチダの麻黄加朮湯
1086,咳をすると頭が痛いです,"咳, 痛",3,カンゾウいけだや
1087,首を動かすと首が痛いです,"痛, 首",1,雲仙散
1087,首を動かすと首が痛いです,"痛, 首",2,ビトラックＳ
1087,首を動かすと首が痛いです,"痛, 首",3,太田漢方胃腸薬Ⅱ
1088,肩を動かすと肩が痛いです,"痛, 肩",1,雲仙散
1088,肩を動かすと肩が痛いです,"痛, 肩",2,ビトラックＳ
1088,肩を動かすと肩が痛いです,"痛, 肩",3,太田漢方胃腸薬Ⅱ
1089,腕を上げると肩が痛いです,"痛, 肩",1,雲仙散
1089,腕を上げると肩が痛いです,"痛, 肩",2,ビトラックＳ
1089,腕を上げると肩が痛いです,"痛, 肩",3,太田漢方胃腸薬Ⅱ
1090,腰を曲げると腰痛があります,"腰痛, 痛",1,雲仙散
1090,腰を曲げると腰痛があります,"腰痛, 痛",2,ノーシンピュア《ピルケース》
1090,腰を曲げると腰痛があります,"腰痛, 痛",3,オトナノーシンピュア
1091,腰を伸ばすと腰痛があります,"腰痛, 痛",1,雲仙散
1091,腰を伸ばすと腰痛があります,"腰痛, 痛",2,ノーシンピュア《ピルケース》
1091,腰を伸ばすと腰痛があります,"腰痛, 痛",3,オトナノーシンピュア
1092,体をひねると腰痛があります,"腰痛, 痛",1,雲仙散
1092,体をひねると腰痛があります,"腰痛, 痛",2,ノーシンピュア《ピルケース》
1092,体をひねると腰痛があります,"腰痛, 痛",3,オトナノーシンピュア
1093,前かがみになると腰痛があります,"腰痛, 痛",1,雲仙散
1093,前かがみになると腰痛があります,"腰痛, 痛",2,ノーシンピュア《ピルケース》
1093,前かがみになると腰痛があります,"腰痛, 痛",3,オトナノーシンピュア
1094,後ろに反ると腰痛があります,"腰痛, 痛",1,雲仙散
1094,後ろに反ると腰痛があります,"腰痛, 痛",2,ノーシンピュア《ピルケース》
1094,後ろに反ると腰痛があります,"腰痛, 痛",3,オトナノーシンピュア
1095,パソコンを見続けると目の疲れがあります,"疲れ, 目",1,漢方ナイトミン
1095,パソコンを見続けると目の疲れがあります,"疲れ, 目",2,六君子湯
1095,パソコンを見続けると目の疲れがあります,"疲れ, 目",3,強表水散
1096,本を読むと目の疲れがあります,"疲れ, 目",1,漢方ナイトミン
1096,本を読むと目の疲れがあります,"疲れ, 目",2,六君子湯
1096,本を読むと目の疲れがあります,"疲れ, 目",3,強表水散
1097,テレビを見ると目の疲れがあります,"疲れ, 目",1,漢方ナイトミン
1097,テレビを見ると目の疲れがあります,"疲れ, 目",2,六君子湯
1097,テレビを見ると目の疲れがあります,"疲れ, 目",3,強表水散
1098,ストレスで頭痛がします,"頭痛, 痛",1,大柴胡湯
1098,ストレスで頭痛がします,"頭痛, 痛",2,清風散
1098,ストレスで頭痛がします,"頭痛, 痛",3,ノーシンピュア《ピルケース》
1099,疲れで頭痛がします,"頭痛, 疲れ, 痛",1,大柴胡湯
1099,疲れで頭痛がします,"頭痛, 疲れ, 痛",2,清風散
1099,疲れで頭痛がします,"頭痛, 疲れ, 痛",3,ノーシンピュア《ピルケース》
1100,寝不足で頭痛がします,"頭痛, 痛",1,大柴胡湯
1100,寝不足で頭痛がします,"頭痛, 痛",2,清風散
1100,寝不足で頭痛がします,"頭痛, 痛",3,ノーシンピュア《ピルケース》
1101,二日酔いで頭痛がします,"頭痛, 痛",1,大柴胡湯
1101,二日酔いで頭痛がします,"頭痛, 痛",2,清風散
1101,二日酔いで頭痛がします,"頭痛, 痛",3,ノーシンピュア《ピルケース》
1102,天気で頭痛がします,"頭痛, 痛",1,大柴胡湯
1102,天気で頭痛がします,"頭痛, 痛",2,清風散
1102,天気で頭痛がします,"頭痛, 痛",3,ノーシンピュア《ピルケース》
1103,気圧で頭痛がします,"頭痛, 痛",1,大柴胡湯
1103,気圧で頭痛がします,"頭痛, 痛",2,清風散
1103,気圧で頭痛がします,"頭痛, 痛",3,ノーシンピュア《ピルケース》
1104,食べ過ぎで腹痛があります,"腹痛, 痛",1,太田漢方胃腸薬Ⅱ
1104,食べ過ぎで腹痛があります,"腹痛, 痛",2,太田漢方胃腸薬Ⅱ＜錠剤＞
1104,食べ過ぎで腹痛があります,"腹痛, 痛",3,大正胃腸薬Ｋ
1105,飲み過ぎで腹痛があります,"腹痛, 痛",1,太田漢方胃腸薬Ⅱ
1105,飲み過ぎで腹痛があります,"腹痛, 痛",2,太田漢方胃腸薬Ⅱ＜錠剤＞
1105,飲み過ぎで腹痛があります,"腹痛, 痛",3,大正胃腸薬Ｋ
1106,冷えで腹痛があります,"腹痛, 痛",1,太田漢方胃腸薬Ⅱ
1106,冷えで腹痛があります,"腹痛, 痛",2,太田漢方胃腸薬Ⅱ＜錠剤＞
1106,冷えで腹痛があります,"腹痛, 痛",3,大正胃腸薬Ｋ
1107,ストレスで腹痛があります,"腹痛, 痛",1,太田漢方胃腸薬Ⅱ
1107,ストレスで腹痛があります,"腹痛, 痛",2,太田漢方胃腸薬Ⅱ＜錠剤＞
1107,ストレスで腹痛があります,"腹痛, 痛",3,大正胃腸薬Ｋ
1108,緊張で腹痛があります,"腹痛, 痛",1,太田漢方胃腸薬Ⅱ
1108,緊張で腹痛があります,"腹痛, 痛",2,太田漢方胃腸薬Ⅱ＜錠剤＞
1108,緊張で腹痛があります,"腹痛, 痛",3,大正胃腸薬Ｋ
1109,不安で腹痛があります,"腹痛, 痛",1,太田漢方胃腸薬Ⅱ
1109,不安で腹痛があります,"腹痛, 痛",2,太田漢方胃腸薬Ⅱ＜錠剤＞
1109,不安で腹痛があります,"腹痛, 痛",3,大正胃腸薬Ｋ
1110,食べ過ぎで胃もたれがあります,"胃, 胃もたれ",1,新バック液
1110,食べ過ぎで胃もたれがあります,"胃, 胃もたれ",2,ソルマックプラス
1110,食べ過ぎで胃もたれがあります,"胃, 胃もたれ",3,高砂オウレン
1111,飲み過ぎで胃もたれがあります,"胃, 胃もたれ",1,新バック液
1111,飲み過ぎで胃もたれがあります,"胃, 胃もたれ",2,ソルマックプラス
1111,飲み過ぎで胃もたれがあります,"胃, 胃もたれ",3,高砂オウレン
1112,油っこいものを食べて胃もたれがあります,"胃, 胃もたれ",1,新バック液
1112,油っこいものを食べて胃もたれがあります,"胃, 胃もたれ",2,ソルマックプラス
1112,油っこいものを食べて胃もたれがあります,"胃, 胃もたれ",3,高砂オウレン
1113,冷たいものを飲んでのどが痛いです,"のど, 痛",1,オトナノーシンピュア
1113,冷たいものを飲んでのどが痛いです,"のど, 痛",2,クミアイ新いたみどめカプセル
1113,冷たいものを飲んでのどが痛いです,"のど, 痛",3,プレミナスＩＰクイックａ
1114,熱いものを飲んでのどが痛いです,"のど, 痛, 熱",1,オトナノーシンピュア
1114,熱いものを飲んでのどが痛いです,"のど, 痛, 熱",2,クミアイ新いたみどめカプセル
1114,熱いものを飲んでのどが痛いです,"のど, 痛, 熱",3,プレミナスＩＰクイックａ
1115,大声を出してのどが痛いです,"のど, 痛",1,オトナノーシンピュア
1115,大声を出してのどが痛いです,"のど, 痛",2,クミアイ新いたみどめカプセル
1115,大声を出してのどが痛いです,"のど, 痛",3,プレミナスＩＰクイックａ
1116,タバコを吸ってのどが痛いです,"のど, 痛",1,オトナノーシンピュア
1116,タバコを吸ってのどが痛いです,"のど, 痛",2,クミアイ新いたみどめカプセル
1116,タバコを吸ってのどが痛いです,"のど, 痛",3,プレミナスＩＰクイックａ
1117,花粉で鼻水が出ます,"鼻水, 鼻",1,新エザック鼻炎Ｌ
1117,花粉で鼻水が出ます,"鼻水, 鼻",2,新ビノック鼻炎用カプセル
1117,花粉で鼻水が出ます,"鼻水, 鼻",3,フジビトール鼻炎薬Ｓ
1118,ほこりで鼻水が出ます,"鼻水, 鼻",1,新エザック鼻炎Ｌ
1118,ほこりで鼻水が出ます,"鼻水, 鼻",2,新ビノック鼻炎用カプセル
1118,ほこりで鼻水が出ます,"鼻水, 鼻",3,フジビトール鼻炎薬Ｓ
1119,寒さで鼻水が出ます,"鼻水, 鼻",1,新エザック鼻炎Ｌ
1119,寒さで鼻水が出ます,"鼻水, 鼻",2,新ビノック鼻炎用カプセル
1119,寒さで鼻水が出ます,"鼻水, 鼻",3,フジビトール鼻炎薬Ｓ
1120,アレルギーでかゆみがあります,"かゆみ, かゆ",1,レーバンＨ
1120,アレルギーでかゆみがあります,"かゆみ, かゆ",2,スラジン
1120,アレルギーでかゆみがあります,"かゆみ, かゆ",3,スラジンＡ
1121,虫刺されでかゆみがあります,"かゆみ, かゆ",1,レーバンＨ
1121,虫刺されでかゆみがあります,"かゆみ, かゆ",2,スラジン
1121,虫刺されでかゆみがあります,"かゆみ, かゆ",3,スラジンＡ
1122,日焼けでかゆみがあります,"かゆみ, かゆ",1,レーバンＨ
1122,日焼けでかゆみがあります,"かゆみ, かゆ",2,スラジン
1122,日焼けでかゆみがあります,"かゆみ, かゆ",3,スラジンＡ
1123,長時間パソコンを見て目の疲れがあります,"疲れ, 目",1,漢方ナイトミン
1123,長時間パソコンを見て目の疲れがあります,"疲れ, 目",2,六君子湯
1123,長時間パソコンを見て目の疲れがあります,"疲れ, 目",3,強表水散
1124,長時間本を読んで目の疲れがあります,"疲れ, 目",1,漢方ナイトミン
1124,長時間本を読んで目の疲れがあります,"疲れ, 目",2,六君子湯
1124,長時間本を読んで目の疲れがあります,"疲れ, 目",3,強表水散
1125,長時間運転して目の疲れがあります,"疲れ, 目",1,漢方ナイトミン
1125,長時間運転して目の疲れがあります,"疲れ, 目",2,六君子湯
1125,長時間運転して目の疲れがあります,"疲れ, 目",3,強表水散
1126,長時間テレビを見て目の疲れがあります,"疲れ, 目",1,漢方ナイトミン
1126,長時間テレビを見て目の疲れがあります,"疲れ, 目",2,六君子湯
1126,長時間テレビを見て目の疲れがあります,"疲れ, 目",3,強表水散
1127,運動不足で腰痛があります,"腰痛, 痛",1,雲仙散
1127,運動不足で腰痛があります,"腰痛, 痛",2,ノーシンピュア《ピルケース》
1127,運動不足で腰痛があります,"腰痛, 痛",3,オトナノーシンピュア
1128,長時間座って腰痛があります,"腰痛, 痛",1,雲仙散
1128,長時間座って腰痛があります,"腰痛, 痛",2,ノーシンピュア《ピルケース》
1128,長時間座って腰痛があります,"腰痛, 痛",3,オトナノーシンピュア
1129,重いものを持って腰痛があります,"腰痛, 痛",1,雲仙散
1129,重いものを持って腰痛があります,"腰痛, 痛",2,ノーシンピュア《ピルケース》
1129,重いものを持って腰痛があります,"腰痛, 痛",3,オトナノーシンピュア
1130,頭痛がさらに悪化しました,"頭痛, 痛",1,大柴胡湯
1130,頭痛がさらに悪化しました,"頭痛, 痛",2,清風散
1130,頭痛がさらに悪化しました,"頭痛, 痛",3,ノーシンピュア《ピルケース》
1131,発熱がさらに悪化しました,"発熱, 熱",1,ハイゼリーロイヤル
1131,発熱がさらに悪化しました,"発熱, 熱",2,新ハイゼリーエースⅡ
1131,発熱がさらに悪化しました,"発熱, 熱",3,ヘパリーゼドリンクⅡ
1132,咳がさらに悪化しました,咳,1,清風散
1132,咳がさらに悪化しました,咳,2,ウチダの麻黄加朮湯
1132,咳がさらに悪化しました,咳,3,カンゾウいけだや
1133,鼻水がさらに悪化しました,"鼻水, 鼻",1,新エザック鼻炎Ｌ
1133,鼻水がさらに悪化しました,"鼻水, 鼻",2,新ビノック鼻炎用カプセル
1133,鼻水がさらに悪化しました,"鼻水, 鼻",3,フジビトール鼻炎薬Ｓ
1134,のどが痛くてさらに悪化しました,"のど, 痛",1,オトナノーシンピュア
1134,のどが痛くてさらに悪化しました,"のど, 痛",2,クミアイ新いたみどめカプセル
1134,のどが痛くてさらに悪化しました,"のど, 痛",3,プレミナスＩＰクイックａ
1135,腹痛がさらに悪化しました,"腹痛, 痛",1,太田漢方胃腸薬Ⅱ
1135,腹痛がさらに悪化しました,"腹痛, 痛",2,太田漢方胃腸薬Ⅱ＜錠剤＞
1135,腹痛がさらに悪化しました,"腹痛, 痛",3,大正胃腸薬Ｋ
1136,下痢がさらに悪化しました,"下痢, 下痢",1,高砂オウレン
1136,下痢がさらに悪化しました,"下痢, 下痢",2,高砂オウレン末
1136,下痢がさらに悪化しました,"下痢, 下痢",3,オウレンいけだや
1137,便秘がさらに悪化しました,"便秘, 便秘",1,東洋漢方のセンナ顆粒Ｓ（分包）
1137,便秘がさらに悪化しました,"便秘, 便秘",2,ミカサ浣腸Ｎ４０
1137,便秘がさらに悪化しました,"便秘, 便秘",3,コトブキ浣腸４０
1138,吐き気がさらに悪化しました,吐き気,1,アネロン「ニスキャップ」
1138,吐き気がさらに悪化しました,吐き気,2,エアミットサットＦ
1138,吐き気がさらに悪化しました,吐き気,3,センパアＰｒｏ
1139,めまいがさらに悪化しました,めまい,1,半夏厚朴湯
1139,めまいがさらに悪化しました,めまい,2,奥田脳神経薬
1139,めまいがさらに悪化しました,めまい,3,アネロン「キャップ」
1140,かゆみがさらに悪化しました,"かゆみ, かゆ",1,レーバンＨ
1140,かゆみがさらに悪化しました,"かゆみ, かゆ",2,スラジン
1140,かゆみがさらに悪化しました,"かゆみ, かゆ",3,スラジンＡ
1141,疲労感がさらに悪化しました,疲労,1,ピュアＣホワイト
1141,疲労感がさらに悪化しました,疲労,2,ピュアナＣチュアブル錠
1141,疲労感がさらに悪化しました,疲労,3,ホワイピュアＥＸ
1142,不眠がさらに悪化しました,不眠,1,漢方ナイトミン
1142,不眠がさらに悪化しました,不眠,2,バイグロミン
1142,不眠がさらに悪化しました,不眠,3,ラムールＱ
1143,関節痛がさらに悪化しました,"関節痛, 痛",1,ノーシンピュア《ピルケース》
1143,関節痛がさらに悪化しました,"関節痛, 痛",2,オトナノーシンピュア
1143,関節痛がさらに悪化しました,"関節痛, 痛",3,イブ
1144,腰痛がさらに悪化しました,"腰痛, 痛",1,雲仙散
1144,腰痛がさらに悪化しました,"腰痛, 痛",2,ノーシンピュア《ピルケース》
1144,腰痛がさらに悪化しました,"腰痛, 痛",3,オトナノーシンピュア
1145,頭痛が少し改善しました,"頭痛, 痛",1,大柴胡湯
1145,頭痛が少し改善しました,"頭痛, 痛",2,清風散
1145,頭痛が少し改善しました,"頭痛, 痛",3,ノーシンピュア《ピルケース》
1146,発熱が少し改善しました,"発熱, 熱",1,ハイゼリーロイヤル
1146,発熱が少し改善しました,"発熱, 熱",2,新ハイゼリーエースⅡ
1146,発熱が少し改善しました,"発熱, 熱",3,ヘパリーゼドリンクⅡ
1147,咳が少し改善しました,咳,1,清風散
1147,咳が少し改善しました,咳,2,ウチダの麻黄加朮湯
1147,咳が少し改善しました,咳,3,カンゾウいけだや
1148,鼻水が少し改善しました,"鼻水, 鼻",1,新エザック鼻炎Ｌ
1148,鼻水が少し改善しました,"鼻水, 鼻",2,新ビノック鼻炎用カプセル
1148,鼻水が少し改善しました,"鼻水, 鼻",3,フジビトール鼻炎薬Ｓ
1149,のどが痛くて少し改善しました,"のど, 痛",1,オトナノーシンピュア
1149,のどが痛くて少し改善しました,"のど, 痛",2,クミアイ新いたみどめカプセル
1149,のどが痛くて少し改善しました,"のど, 痛",3,プレミナスＩＰクイックａ
1150,腹痛が少し改善しました,"腹痛, 痛",1,太田漢方胃腸薬Ⅱ
1150,腹痛が少し改善しました,"腹痛, 痛",2,太田漢方胃腸薬Ⅱ＜錠剤＞
1150,腹痛が少し改善しました,"腹痛, 痛",3,大正胃腸薬Ｋ
1151,下痢が少し改善しました,"下痢, 下痢",1,高砂オウレン
1151,下痢が少し改善しました,"下痢, 下痢",2,高砂オウレン末
1151,下痢が少し改善しました,"下痢, 下痢",3,オウレンいけだや
1152,便秘が少し改善しました,"便秘, 便秘",1,東洋漢方のセンナ顆粒Ｓ（分包）
1152,便秘が少し改善しました,"便秘, 便秘",2,ミカサ浣腸Ｎ４０
1152,便秘が少し改善しました,"便秘, 便秘",3,コトブキ浣腸４０
1153,吐き気が少し改善しました,吐き気,1,アネロン「ニスキャップ」
1153,吐き気が少し改善しました,吐き気,2,エアミットサットＦ
1153,吐き気が少し改善しました,吐き気,3,センパアＰｒｏ
1154,めまいが少し改善しました,めまい,1,半夏厚朴湯
1154,めまいが少し改善しました,めまい,2,奥田脳神経薬
1154,めまいが少し改善しました,めまい,3,アネロン「キャップ」
1155,かゆみが少し改善しました,"かゆみ, かゆ",1,レーバンＨ
1155,かゆみが少し改善しました,"かゆみ, かゆ",2,スラジン
1155,かゆみが少し改善しました,"かゆみ, かゆ",3,スラジンＡ
1156,疲労感が少し改善しました,疲労,1,ピュアＣホワイト
1156,疲労感が少し改善しました,疲労,2,ピュアナＣチュアブル錠
1156,疲労感が少し改善しました,疲労,3,ホワイピュアＥＸ
1157,不眠が少し改善しました,不眠,1,漢方ナイトミン
1157,不眠が少し改善しました,不眠,2,バイグロミン
1157,不眠が少し改善しました,不眠,3,ラムールＱ
1158,関節痛が少し改善しました,"関節痛, 痛",1,ノーシンピュア《ピルケース》
1158,関節痛が少し改善しました,"関節痛, 痛",2,オトナノーシンピュア
1158,関節痛が少し改善しました,"関節痛, 痛",3,イブ
1159,腰痛が少し改善しました,"腰痛, 痛",1,雲仙散
1159,腰痛が少し改善しました,"腰痛, 痛",2,ノーシンピュア《ピルケース》
1159,腰痛が少し改善しました,"腰痛, 痛",3,オトナノーシンピュア
1160,頭痛で集中できません,"頭痛, 痛",1,大柴胡湯
1160,頭痛で集中できません,"頭痛, 痛",2,清風散
1160,頭痛で集中できません,"頭痛, 痛",3,ノーシンピュア《ピルケース》
1161,発熱で動けません,"発熱, 熱",1,ハイゼリーロイヤル
1161,発熱で動けません,"発熱, 熱",2,新ハイゼリーエースⅡ
1161,発熱で動けません,"発熱, 熱",3,ヘパリーゼドリンクⅡ
1162,咳で眠れません,咳,1,清風散
1162,咳で眠れません,咳,2,ウチダの麻黄加朮湯
1162,咳で眠れません,咳,3,カンゾウいけだや
1163,鼻水で集中できません,"鼻水, 鼻",1,新エザック鼻炎Ｌ
1163,鼻水で集中できません,"鼻水, 鼻",2,新ビノック鼻炎用カプセル
1163,鼻水で集中できません,"鼻水, 鼻",3,フジビトール鼻炎薬Ｓ
1164,のどが痛くて食事ができません,"のど, 痛",1,オトナノーシンピュア
1164,のどが痛くて食事ができません,"のど, 痛",2,クミアイ新いたみどめカプセル
1164,のどが痛くて食事ができません,"のど, 痛",3,プレミナスＩＰクイックａ
1165,腹痛で動けません,"腹痛, 痛",1,太田漢方胃腸薬Ⅱ
1165,腹痛で動けません,"腹痛, 痛",2,太田漢方胃腸薬Ⅱ＜錠剤＞
1165,腹痛で動けません,"腹痛, 痛",3,大正胃腸薬Ｋ
1166,下痢で外出できません,"下痢, 下痢",1,高砂オウレン
1166,下痢で外出できません,"下痢, 下痢",2,高砂オウレン末
1166,下痢で外出できません,"下痢, 下痢",3,オウレンいけだや
1167,便秘でお腹が張って苦しいです,"便秘, お腹, 便秘",1,東洋漢方のセンナ顆粒Ｓ（分包）
1167,便秘でお腹が張って苦しいです,"便秘, お腹, 便秘",2,ミカサ浣腸Ｎ４０
1167,便秘でお腹が張って苦しいです,"便秘, お腹, 便秘",3,コトブキ浣腸４０
1168,吐き気で食べられません,吐き気,1,アネロン「ニスキャップ」
1168,吐き気で食べられません,吐き気,2,エアミットサットＦ
1168,吐き気で食べられません,吐き気,3,センパアＰｒｏ
1169,めまいで立っていられません,めまい,1,半夏厚朴湯
1169,めまいで立っていられません,めまい,2,奥田脳神経薬
1169,めまいで立っていられません,めまい,3,アネロン「キャップ」
1170,かゆみで眠れません,"かゆみ, かゆ",1,レーバンＨ
1170,かゆみで眠れません,"かゆみ, かゆ",2,スラジン
1170,かゆみで眠れません,"かゆみ, かゆ",3,スラジンＡ
1171,目の疲れでパソコンが使えません,"疲れ, 目",1,漢方ナイトミン
1171,目の疲れでパソコンが使えません,"疲れ, 目",2,六君子湯
1171,目の疲れでパソコンが使えません,"疲れ, 目",3,強表水散
1172,関節痛で歩けません,"関節痛, 痛",1,ノーシンピュア《ピルケース》
1172,関節痛で歩けません,"関節痛, 痛",2,オトナノーシンピュア
1172,関節痛で歩けません,"関節痛, 痛",3,イブ
1173,腰痛で座っていられません,"腰痛, 痛",1,雲仙散
1173,腰痛で座っていられません,"腰痛, 痛",2,ノーシンピュア《ピルケース》
1173,腰痛で座っていられません,"腰痛, 痛",3,オトナノーシンピュア
1174,疲労感で何もできません,疲労,1,ピュアＣホワイト
1174,疲労感で何もできません,疲労,2,ピュアナＣチュアブル錠
1174,疲労感で何もできません,疲労,3,ホワイピュアＥＸ
1175,頭痛で仕事ができません,"頭痛, 痛",1,大柴胡湯
1175,頭痛で仕事ができません,"頭痛, 痛",2,清風散
1175,頭痛で仕事ができません,"頭痛, 痛",3,ノーシンピュア《ピルケース》
1176,発熱で学校を休みました,"発熱, 熱",1,ハイゼリーロイヤル
1176,発熱で学校を休みました,"発熱, 熱",2,新ハイゼリーエースⅡ
1176,発熱で学校を休みました,"発熱, 熱",3,ヘパリーゼドリンクⅡ
1177,咳で会議に参加できません,咳,1,清風散
1177,咳で会議に参加できません,咳,2,ウチダの麻黄加朮湯
1177,咳で会議に参加できません,咳,3,カンゾウいけだや
1178,鼻水で集中できません,"鼻水, 鼻",1,新エザック鼻炎Ｌ
1178,鼻水で集中できません,"鼻水, 鼻",2,新ビノック鼻炎用カプセル
1178,鼻水で集中できません,"鼻水, 鼻",3,フジビトール鼻炎薬Ｓ
1179,のどが痛くて会話ができません,"のど, 痛",1,オトナノーシンピュア
1179,のどが痛くて会話ができません,"のど, 痛",2,クミアイ新いたみどめカプセル
1179,のどが痛くて会話ができません,"のど, 痛",3,プレミナスＩＰクイックａ
1180,腹痛で会議に参加できません,"腹痛, 痛",1,太田漢方胃腸薬Ⅱ
1180,腹痛で会議に参加できません,"腹痛, 痛",2,太田漢方胃腸薬Ⅱ＜錠剤＞
1180,腹痛で会議に参加できません,"腹痛, 痛",3,大正胃腸薬Ｋ
1181,下痢で会議に参加できません,"下痢, 下痢",1,高砂オウレン
1181,下痢で会議に参加できません,"下痢, 下痢",2,高砂オウレン末
1181,下痢で会議に参加できません,"下痢, 下痢",3,オウレンいけだや
1182,便秘でお腹が張って苦しいです,"便秘, お腹, 便秘",1,東洋漢方のセンナ顆粒Ｓ（分包）
1182,便秘でお腹が張って苦しいです,"便秘, お腹, 便秘",2,ミカサ浣腸Ｎ４０
1182,便秘でお腹が張って苦しいです,"便秘, お腹, 便秘",3,コトブキ浣腸４０
1183,吐き気で会議に参加できません,吐き気,1,アネロン「ニスキャップ」
1183,吐き気で会議に参加できません,吐き気,2,エアミットサットＦ
1183,吐き気で会議に参加できません,吐き気,3,センパアＰｒｏ
1184,めまいで会議に参加できません,めまい,1,半夏厚朴湯
1184,めまいで会議に参加できません,めまい,2,奥田脳神経薬
1184,めまいで会議に参加できません,めまい,3,アネロン「キャップ」
1185,かゆみで会議に参加できません,"かゆみ, かゆ",1,レーバンＨ
1185,かゆみで会議に参加できません,"かゆみ, かゆ",2,スラジン
1185,かゆみで会議に参加できません,"かゆみ, かゆ",3,スラジンＡ
1186,目の疲れで会議に参加できません,"疲れ, 目",1,漢方ナイトミン
1186,目の疲れで会議に参加できません,"疲れ, 目",2,六君子湯
1186,目の疲れで会議に参加できません,"疲れ, 目",3,強表水散
1187,関節痛で会議に参加できません,"関節痛, 痛",1,ノーシンピュア《ピルケース》
1187,関節痛で会議に参加できません,"関節痛, 痛",2,オトナノーシンピュア
1187,関節痛で会議に参加できません,"関節痛, 痛",3,イブ
1188,腰痛で会議に参加できません,"腰痛, 痛",1,雲仙散
1188,腰痛で会議に参加できません,"腰痛, 痛",2,ノーシンピュア《ピルケース》
1188,腰痛で会議に参加できません,"腰痛, 痛",3,オトナノーシンピュア
1189,疲労感で会議に参加できません,疲労,1,ピュアＣホワイト
1189,疲労感で会議に参加できません,疲労,2,ピュアナＣチュアブル錠
1189,疲労感で会議に参加できません,疲労,3,ホワイピュアＥＸ
1190,頭痛の薬を教えてください,"頭痛, 痛",1,大柴胡湯
1190,頭痛の薬を教えてください,"頭痛, 痛",2,清風散
1190,頭痛の薬を教えてください,"頭痛, 痛",3,ノーシンピュア《ピルケース》
1191,発熱の薬を教えてください,"発熱, 熱",1,ハイゼリーロイヤル
1191,発熱の薬を教えてください,"発熱, 熱",2,新ハイゼリーエースⅡ
1191,発熱の薬を教えてください,"発熱, 熱",3,ヘパリーゼドリンクⅡ
1192,咳止めの薬を教えてください,咳,1,清風散
1192,咳止めの薬を教えてください,咳,2,ウチダの麻黄加朮湯
1192,咳止めの薬を教えてください,咳,3,カンゾウいけだや
1193,鼻水の薬を教えてください,"鼻水, 鼻",1,新エザック鼻炎Ｌ
1193,鼻水の薬を教えてください,"鼻水, 鼻",2,新ビノック鼻炎用カプセル
1193,鼻水の薬を教えてください,"鼻水, 鼻",3,フジビトール鼻炎薬Ｓ
1194,のどの痛みの薬を教えてください,"のど, 痛",1,オトナノーシンピュア
1194,のどの痛みの薬を教えてください,"のど, 痛",2,クミアイ新いたみどめカプセル
1194,のどの痛みの薬を教えてください,"のど, 痛",3,プレミナスＩＰクイックａ
1195,腹痛の薬を教えてください,"腹痛, 痛",1,太田漢方胃腸薬Ⅱ
1195,腹痛の薬を教えてください,"腹痛, 痛",2,太田漢方胃腸薬Ⅱ＜錠剤＞
1195,腹痛の薬を教えてください,"腹痛, 痛",3,大正胃腸薬Ｋ
1196,下痢止めの薬を教えてください,"下痢, 下痢",1,高砂オウレン
1196,下痢止めの薬を教えてください,"下痢, 下痢",2,高砂オウレン末
1196,下痢止めの薬を教えてください,"下痢, 下痢",3,オウレンいけだや
1197,便秘薬を教えてください,"便秘, 便秘",1,東洋漢方のセンナ顆粒Ｓ（分包）
1197,便秘薬を教えてください,"便秘, 便秘",2,ミカサ浣腸Ｎ４０
1197,便秘薬を教えてください,"便秘, 便秘",3,コトブキ浣腸４０
1198,吐き気止めの薬を教えてください,吐き気,1,アネロン「ニスキャップ」
